SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,SEASON
42006,1610612759,SAS,San Antonio Spurs,0040600404,2007-06-14,SAS @ CLE,W,239,83,29,68,0.426,5,19,0.263,20,34,0.588,11,34,45,13,5,2,14,19,1.0,2006-07
42006,1610612739,CLE,Cleveland Cavaliers,0040600404,2007-06-14,CLE vs. SAS,L,239,82,32,84,0.381,7,22,0.318,11,16,0.688,12,30,42,23,5,2,10,24,-1.0,2006-07
42006,1610612739,CLE,Cleveland Cavaliers,0040600403,2007-06-12,CLE vs. SAS,L,241,72,29,79,0.367,3,19,0.158,11,15,0.733,15,33,48,19,7,5,12,17,-3.0,2006-07
42006,1610612759,SAS,San Antonio Spurs,0040600403,2007-06-12,SAS @ CLE,W,241,75,28,68,0.412,10,19,0.526,9,16,0.563,7,34,41,15,7,2,14,15,3.0,2006-07
42006,1610612759,SAS,San Antonio Spurs,0040600402,2007-06-10,SAS vs. CLE,W,240,103,37,77,0.481,8,24,0.333,21,26,0.808,12,34,46,21,6,6,10,23,11.0,2006-07
42006,1610612739,CLE,Cleveland Cavaliers,0040600402,2007-06-10,CLE @ SAS,L,240,92,33,81,0.407,7,19,0.368,19,29,0.655,13,29,42,15,5,2,11,19,-11.0,2006-07
42006,1610612739,CLE,Cleveland Cavaliers,0040600401,2007-06-07,CLE @ SAS,L,239,76,30,70,0.429,5,15,0.333,11,15,0.733,9,23,32,9,8,2,11,16,-9.0,2006-07
42006,1610612759,SAS,San Antonio Spurs,0040600401,2007-06-07,SAS vs. CLE,W,239,85,34,75,0.453,6,16,0.375,11,16,0.688,13,30,43,18,6,5,14,15,9.0,2006-07
42006,1610612765,DET,Detroit Pistons,0040600306,2007-06-02,DET @ CLE,L,240,82,28,78,0.359,3,14,0.214,23,27,0.852,10,23,33,16,11,5,12,32,-16.0,2006-07
42006,1610612739,CLE,Cleveland Cavaliers,0040600306,2007-06-02,CLE vs. DET,W,240,98,28,72,0.389,9,21,0.429,33,46,0.717,17,36,53,19,7,4,17,24,16.0,2006-07
42006,1610612765,DET,Detroit Pistons,0040600305,2007-05-31,DET vs. CLE,L,290,107,34,80,0.425,4,14,0.286,35,43,0.814,12,33,45,18,7,7,13,27,-2.0,2006-07
42006,1610612739,CLE,Cleveland Cavaliers,0040600305,2007-05-31,CLE @ DET,W,289,109,37,82,0.451,7,15,0.467,28,39,0.718,12,27,39,13,8,5,12,36,2.0,2006-07
42006,1610612759,SAS,San Antonio Spurs,0040600315,2007-05-30,SAS vs. UTA,W,242,109,39,76,0.513,7,15,0.467,24,32,0.75,10,33,43,22,5,4,7,25,25.0,2006-07
42006,1610612762,UTA,Utah Jazz,0040600315,2007-05-30,UTA @ SAS,L,241,84,26,68,0.382,2,8,0.25,30,43,0.698,12,29,41,13,4,2,12,25,-25.0,2006-07
42006,1610612765,DET,Detroit Pistons,0040600304,2007-05-29,DET @ CLE,L,240,87,31,75,0.413,3,17,0.176,22,29,0.759,10,30,40,16,7,6,12,24,-4.0,2006-07
42006,1610612739,CLE,Cleveland Cavaliers,0040600304,2007-05-29,CLE vs. DET,W,240,91,30,68,0.441,4,14,0.286,27,33,0.818,3,31,34,16,8,1,12,23,4.0,2006-07
42006,1610612759,SAS,San Antonio Spurs,0040600314,2007-05-28,SAS @ UTA,W,239,91,28,69,0.406,5,15,0.333,30,41,0.732,12,27,39,11,8,6,11,17,12.0,2006-07
42006,1610612762,UTA,Utah Jazz,0040600314,2007-05-28,UTA vs. SAS,L,239,79,32,68,0.471,1,7,0.143,14,20,0.7,8,30,38,18,10,8,17,27,-12.0,2006-07
42006,1610612739,CLE,Cleveland Cavaliers,0040600303,2007-05-27,CLE vs. DET,W,239,88,33,67,0.493,6,13,0.462,16,21,0.762,6,28,34,20,6,3,11,16,6.0,2006-07
42006,1610612765,DET,Detroit Pistons,0040600303,2007-05-27,DET @ CLE,L,241,82,30,67,0.448,5,15,0.333,17,20,0.85,8,26,34,15,6,1,15,20,-6.0,2006-07
42006,1610612762,UTA,Utah Jazz,0040600313,2007-05-26,UTA vs. SAS,W,240,109,41,77,0.532,6,9,0.667,21,32,0.656,10,21,31,26,12,5,12,26,26.0,2006-07
42006,1610612759,SAS,San Antonio Spurs,0040600313,2007-05-26,SAS @ UTA,L,238,83,28,64,0.438,7,21,0.333,20,25,0.8,3,24,27,17,6,4,19,30,-26.0,2006-07
42006,1610612739,CLE,Cleveland Cavaliers,0040600302,2007-05-24,CLE @ DET,L,241,76,30,75,0.4,6,19,0.316,10,15,0.667,11,28,39,17,11,4,15,18,-3.0,2006-07
42006,1610612765,DET,Detroit Pistons,0040600302,2007-05-24,DET vs. CLE,W,239,79,32,72,0.444,6,11,0.545,9,19,0.474,11,26,37,23,7,6,18,16,3.0,2006-07
42006,1610612759,SAS,San Antonio Spurs,0040600312,2007-05-22,SAS vs. UTA,W,239,105,40,72,0.556,13,26,0.5,12,18,0.667,9,35,44,28,10,10,23,23,9.0,2006-07
42006,1610612762,UTA,Utah Jazz,0040600312,2007-05-22,UTA @ SAS,L,240,96,36,82,0.439,3,11,0.273,21,29,0.724,13,22,35,21,14,4,15,18,-9.0,2006-07
42006,1610612765,DET,Detroit Pistons,0040600301,2007-05-21,DET vs. CLE,W,240,79,31,72,0.431,5,14,0.357,12,17,0.706,11,30,41,25,3,10,16,17,3.0,2006-07
42006,1610612739,CLE,Cleveland Cavaliers,0040600301,2007-05-21,CLE @ DET,L,240,76,32,86,0.372,1,10,0.1,11,17,0.647,18,31,49,16,11,3,7,16,-3.0,2006-07
42006,1610612762,UTA,Utah Jazz,0040600311,2007-05-20,UTA @ SAS,L,240,100,36,86,0.419,5,14,0.357,23,27,0.852,21,27,48,16,4,4,14,30,-8.0,2006-07
42006,1610612759,SAS,San Antonio Spurs,0040600311,2007-05-20,SAS vs. UTA,W,240,108,38,70,0.543,5,11,0.455,27,40,0.675,8,25,33,26,6,7,13,21,8.0,2006-07
42006,1610612759,SAS,San Antonio Spurs,0040600236,2007-05-18,SAS vs. PHX,W,240,114,43,88,0.489,7,22,0.318,21,30,0.7,16,27,43,22,9,9,12,21,8.0,2006-07
42006,1610612751,NJN,New Jersey Nets,0040600216,2007-05-18,NJN vs. CLE,L,241,72,26,69,0.377,3,16,0.188,17,25,0.68,7,35,42,17,6,2,15,16,-16.0,2006-07
42006,1610612756,PHX,Phoenix Suns,0040600236,2007-05-18,PHX @ SAS,L,241,106,41,85,0.482,6,16,0.375,18,24,0.75,13,30,43,22,5,9,17,23,-8.0,2006-07
42006,1610612739,CLE,Cleveland Cavaliers,0040600216,2007-05-18,CLE @ NJN,W,241,88,33,76,0.434,11,27,0.407,11,18,0.611,8,32,40,18,9,2,12,24,16.0,2006-07
42006,1610612765,DET,Detroit Pistons,0040600206,2007-05-17,DET @ CHI,W,240,95,32,76,0.421,5,18,0.278,26,31,0.839,14,34,48,17,4,5,9,25,10.0,2006-07
42006,1610612741,CHI,Chicago Bulls,0040600206,2007-05-17,CHI vs. DET,L,240,85,28,75,0.373,5,18,0.278,24,35,0.686,10,25,35,23,5,1,11,24,-10.0,2006-07
42006,1610612739,CLE,Cleveland Cavaliers,0040600215,2007-05-16,CLE vs. NJN,L,240,72,24,72,0.333,4,15,0.267,20,29,0.69,15,30,45,13,7,3,18,22,-11.0,2006-07
42006,1610612756,PHX,Phoenix Suns,0040600235,2007-05-16,PHX vs. SAS,L,241,85,31,77,0.403,7,18,0.389,16,17,0.941,9,33,42,18,3,3,15,21,-3.0,2006-07
42006,1610612759,SAS,San Antonio Spurs,0040600235,2007-05-16,SAS @ PHX,W,239,88,29,72,0.403,8,23,0.348,22,28,0.786,6,33,39,15,8,6,13,21,3.0,2006-07
42006,1610612751,NJN,New Jersey Nets,0040600215,2007-05-16,NJN @ CLE,W,239,83,33,69,0.478,8,21,0.381,9,20,0.45,7,32,39,21,9,3,17,20,11.0,2006-07
42006,1610612762,UTA,Utah Jazz,0040600225,2007-05-15,UTA vs. GSW,W,240,100,37,83,0.446,5,17,0.294,21,33,0.636,20,39,59,19,5,3,25,19,13.0,2006-07
42006,1610612744,GSW,Golden State Warriors,0040600225,2007-05-15,GSW @ UTA,L,241,87,28,77,0.364,6,30,0.2,25,29,0.862,6,29,35,14,16,7,16,31,-13.0,2006-07
42006,1610612741,CHI,Chicago Bulls,0040600205,2007-05-15,CHI @ DET,W,239,108,43,75,0.573,10,16,0.625,12,19,0.632,11,24,35,28,10,6,14,22,16.0,2006-07
42006,1610612765,DET,Detroit Pistons,0040600205,2007-05-15,DET vs. CHI,L,239,92,33,78,0.423,5,19,0.263,21,25,0.84,16,21,37,17,7,1,13,19,-16.0,2006-07
42006,1610612756,PHX,Phoenix Suns,0040600234,2007-05-14,PHX @ SAS,W,238,104,38,79,0.481,5,14,0.357,23,29,0.793,11,31,42,19,6,5,16,17,6.0,2006-07
42006,1610612739,CLE,Cleveland Cavaliers,0040600214,2007-05-14,CLE @ NJN,W,239,87,27,65,0.415,5,14,0.357,28,37,0.757,5,38,43,17,6,4,12,25,2.0,2006-07
42006,1610612751,NJN,New Jersey Nets,0040600214,2007-05-14,NJN vs. CLE,L,241,85,27,75,0.36,5,19,0.263,26,32,0.813,9,32,41,21,4,1,13,27,-2.0,2006-07
42006,1610612759,SAS,San Antonio Spurs,0040600234,2007-05-14,SAS vs. PHX,L,240,98,38,80,0.475,9,23,0.391,13,14,0.929,6,26,32,23,9,7,16,26,-6.0,2006-07
42006,1610612765,DET,Detroit Pistons,0040600204,2007-05-13,DET @ CHI,L,240,87,31,83,0.373,6,25,0.24,19,27,0.704,11,22,33,23,9,2,12,30,-15.0,2006-07
42006,1610612741,CHI,Chicago Bulls,0040600204,2007-05-13,CHI vs. DET,W,240,102,35,71,0.493,5,12,0.417,27,35,0.771,15,36,51,18,5,5,18,21,15.0,2006-07
42006,1610612762,UTA,Utah Jazz,0040600224,2007-05-13,UTA @ GSW,W,240,115,37,72,0.514,4,8,0.5,37,43,0.86,10,42,52,25,7,2,20,32,14.0,2006-07
42006,1610612744,GSW,Golden State Warriors,0040600224,2007-05-13,GSW vs. UTA,L,240,101,34,84,0.405,12,39,0.308,21,34,0.618,13,23,36,14,9,7,15,31,-14.0,2006-07
42006,1610612756,PHX,Phoenix Suns,0040600233,2007-05-12,PHX @ SAS,L,241,101,37,76,0.487,9,17,0.529,18,27,0.667,5,34,39,20,4,9,16,24,-7.0,2006-07
42006,1610612751,NJN,New Jersey Nets,0040600213,2007-05-12,NJN vs. CLE,W,240,96,34,72,0.472,8,18,0.444,20,27,0.741,11,32,43,27,6,2,17,21,11.0,2006-07
42006,1610612759,SAS,San Antonio Spurs,0040600233,2007-05-12,SAS vs. PHX,W,241,108,36,82,0.439,7,20,0.35,29,36,0.806,11,36,47,19,9,5,10,22,7.0,2006-07
42006,1610612739,CLE,Cleveland Cavaliers,0040600213,2007-05-12,CLE @ NJN,L,241,85,29,70,0.414,5,13,0.385,22,26,0.846,5,25,30,16,7,4,12,21,-11.0,2006-07
42006,1610612744,GSW,Golden State Warriors,0040600223,2007-05-11,GSW vs. UTA,W,240,125,41,78,0.526,15,32,0.469,28,35,0.8,9,23,32,22,12,8,14,28,20.0,2006-07
42006,1610612762,UTA,Utah Jazz,0040600223,2007-05-11,UTA @ GSW,L,240,105,37,78,0.474,6,14,0.429,25,33,0.758,14,30,44,24,5,3,23,28,-20.0,2006-07
